,state,abstinence,abortionban_anomaly,abortionban_sex,substance_poli,year,pregnancyratelt15,pregnancyrate1519,pregnancyrate40plus,abortionratelt15,abortionrate1519,abortionrate40plus,birthratelt15,birthrate1519,birthrate40plus,abortionratiolt15,abortionratio1519,abortionratio40plus,pregnancieslt15,pregnancies1519,pregnancies40plus,abortionslt15,abortions1519,abortions40plus,birthslt15,births1519,births40plus,miscarriageslt15,miscarriages1519,miscarriages40plus,populationlt15,population1519,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal
700,SD,1,1,1,1,2000,4.7,53.4,8.2,,7.1,1,3.2,38,5.9,,186.1,167.9,30,1620,240,,210,30,19,1155,173,,250,40,5894,30359,29193,157771,1020,10345,85.8,65.6,6.5,98.6,2170,13540
701,SD,1,1,1,1,2005,2.2,50.3,10.7,,5.6,1.1,,36.8,7.9,,151.9,138.3,10,1480,300,,160,30,,1082,220,,230,50,5514,29416,27913,153478,980,11462,96.6,74.7,6.4,85.5,2390,14830
702,SD,1,1,1,1,2006,2.8,52.4,10.7,,5.4,1.1,1.9,38.7,7.9,,140.9,141.4,20,1520,290,,160,30,11,1123,211,,240,50,5646,29044,26788,152483,970,11919,100.8,78.2,6.4,81.4,2480,15370
703,SD,1,1,1,1,2007,2,56.5,9.3,,6.3,1.2,,41.3,6.7,,153.9,175.7,10,1630,240,,180,30,,1191,170,,260,40,5444,28868,25524,152360,960,12261,103.5,80.5,6.3,78.3,2550,15770
704,SD,1,1,1,1,2008,3.8,52.9,11.1,,5.5,1.3,2.4,39.1,8.1,,140.7,157.3,20,1510,270,,160,30,13,1117,197,,240,40,5364,28588,24275,151876,970,12071,102.4,79.5,6.4,80.6,2510,15560
705,SD,1,1,1,1,2009,2.8,52.4,11.9,,5.5,1,1.9,38.7,9,,141,110.9,10,1480,280,,150,20,10,1092,212,,230,40,5187,28228,23529,151855,900,11934,100.9,78.6,6,75.7,2480,15320
706,SD,1,1,1,1,2010,3.4,46.4,10.9,,4.3,0.8,1.9,34.8,8.3,,123.2,100.3,20,1300,250,,120,20,10,975,192,,210,40,5296,28036,23121,152608,840,11811,98.9,77.4,5.5,70.7,2450,15090
707,SD,1,1,1,1,2011,3.1,46.6,13.2,,4.8,1.2,2.1,34.4,9.9,,139.5,116.9,20,1300,310,,130,30,11,964,230,,210,50,5255,27987,23147,153374,850,11846,98.7,77.2,5.5,71.3,2450,15140
708,SD,1,1,1,1,2012,2.1,44.4,11.2,,3.8,1,,33.5,8.4,,113.8,122.6,10,1230,260,,110,20,,929,194,,200,40,5232,27727,23175,155005,840,12104,99.7,78.1,5.4,69.2,2500,15450
709,SD,1,1,1,1,2013,3.1,39.1,11.9,,3.3,1.2,1.9,29.6,8.8,,111.7,135.4,20,1070,270,,90,30,10,812,203,,170,40,5296,27458,23021,156222,830,12248,99.9,78.4,5.3,67.4,2530,15610
710,SD,1,1,1,1,2014,2.5,35.8,11.7,,3.3,1,,26.8,8.8,,123.8,116.8,10,980,270,,90,20,,735,201,,160,40,5378,27443,22788,156916,810,12283,99.6,78.3,5.2,65.8,2540,15630
711,SD,1,1,1,1,2015,2.2,34.7,12.9,,2.6,1.1,,26.5,9.7,,98.7,111.3,10,940,290,,70,20,,720,218,,150,50,5283,27147,22376,156913,770,12336,99.7,78.6,4.9,62.4,2540,15650
712,SD,1,1,1,1,2016,,32.7,14,,2.6,1.1,,24.9,10.6,,104.5,105.8,,900,310,,70,20,,681,234,,140,50,5397,27350,22075,158330,730,12275,98.1,77.5,4.6,59.5,2530,15530
713,SD,1,1,1,1,2017,2.6,30.4,14.2,,3.3,0.9,,22.3,11,,147,85.3,10,840,320,,90,20,,614,247,,130,50,5548,27546,22444,160232,750,12134,96,75.7,4.7,61.6,2500,15380
714,TN,2,1,1,0,1988,18.5,110.3,5.8,5.9,30.1,1.8,10,64.3,3.2,594.5,467.2,568.7,590,20290,980,190,5530,310,316,11837,538,80,2920,140,31709,183995,167904,1153413,20060,70711,92.7,61.3,17.4,283.7,16150,106920
715,TN,2,1,1,0,1992,18.6,111.3,6.1,6.4,23.9,1.9,9.6,70.9,3.3,672,336.8,571.4,630,19050,1170,220,4080,370,325,12127,642,90,2830,170,33906,171088,192967,1181192,19110,73614,92.6,62.3,16.2,259.6,16630,109360
716,TN,2,1,1,0,1996,14.7,96.6,7.4,4.4,17.4,1.6,8.2,64.5,4.7,529,270.4,352.9,550,18060,1590,160,3260,350,307,12061,1002,80,2740,240,37326,187018,214954,1234511,16690,73754,86.6,59.7,13.5,226.3,16420,106860
717,TN,2,1,1,0,2000,10.5,88.4,7.7,3.1,15.7,1.6,5.9,59.3,5,516.3,264.3,315.9,400,17080,1780,120,3030,360,226,11458,1152,60,2590,270,38145,193277,230150,1251511,17270,79611,91.5,63.6,13.8,216.9,17650,114530
718,TN,2,1,1,0,2005,8.5,77,8.8,2.9,11.9,1.5,4.4,53.3,6,666.3,222.7,258.8,350,15580,2060,120,2400,360,182,10785,1387,50,2400,310,41214,202438,233034,1254740,15520,81747,91.8,65.2,12.4,189.9,17900,115170
719,TN,2,1,1,0,2006,7.3,77,9,2.4,13.2,1.3,3.9,52.1,6.3,613.7,253.2,204.9,300,15940,2080,100,2730,300,160,10784,1462,40,2430,320,41213,207130,231661,1264696,15550,84355,93.6,66.7,12.3,184.4,18430,118330
720,TN,2,1,1,0,2007,7.7,76.8,9.4,2.6,11.6,1.6,4,53.4,6.4,634.8,216.9,248.1,310,16200,2140,100,2440,360,163,11260,1456,40,2500,330,40393,210989,227648,1271670,15590,86711,95.3,68.2,12.3,179.8,18900,121200
721,TN,2,1,1,0,2008,7.2,75.7,9.5,2.5,11.9,1.8,3.7,52.2,6.3,659.2,228.2,284.7,290,16190,2130,100,2550,400,150,11157,1405,40,2490,320,40133,213859,223537,1275355,16210,85560,94.5,67.1,12.7,189.5,18730,120500
722,TN,2,1,1,0,2009,5.6,69.9,9.8,1.8,10.8,1.8,3,48.4,6.6,603.4,222.2,268.8,230,14990,2150,70,2310,390,121,10378,1440,30,2310,330,40423,214436,218781,1274950,15290,82211,90.6,64.5,12,186,17970,115470
723,TN,2,1,1,0,2010,5.7,62.6,10.3,2,9.4,1.9,2.9,43.5,6.9,680.7,217.2,270.9,230,13320,2250,80,2010,410,118,9254,1502,30,2050,340,40188,212872,217910,1274271,14370,79495,87.3,62.4,11.3,180.8,17340,111200
724,TN,2,1,1,0,2011,4.5,58.2,10.3,1.3,8.4,1.8,2.5,40.8,7,513.9,206.6,256.1,180,12130,2280,50,1760,390,103,8497,1540,30,1870,350,40580,208450,221073,1277077,13670,79588,86.6,62.3,10.7,171.7,17280,110540
725,TN,2,1,1,0,2012,4.5,54.6,10.1,1.7,7.7,1.6,2.2,38.4,7,738.1,199.1,228.6,190,11220,2260,70,1580,360,92,7910,1555,30,1740,350,40984,205734,222624,1283851,13210,80371,86.4,62.6,10.3,164.4,17400,110980
726,TN,2,1,1,0,2013,4.2,49.3,10.6,1.5,6.8,1.9,2.1,34.8,7.1,715,196.2,260.2,170,10060,2350,60,1390,410,88,7105,1584,20,1560,360,41517,204172,222449,1287723,12760,79992,85.4,62.1,9.9,159.5,17270,110020
727,TN,2,1,1,0,2014,3.7,46.7,10.7,1.4,6.2,1.5,1.8,33.2,7.6,771.4,187.5,198.9,160,9500,2350,60,1270,330,76,6756,1658,20,1480,360,42319,203580,219399,1292402,12300,81602,86.2,63.1,9.5,150.8,17550,111460
728,TN,2,1,1,0,2015,2.9,42.8,11.1,0.8,5.5,1.6,1.6,30.6,7.8,530,179.2,209.4,120,8760,2380,40,1120,350,67,6267,1666,20,1370,370,41828,204804,214773,1296711,11770,81685,85.6,63,9.1,144.1,17510,110970
729,TN,2,1,1,0,2016,2.7,39,11.5,0.6,5,1.5,1.7,27.9,8.1,363.8,177.6,188.7,110,8050,2380,30,1020,320,69,5766,1692,20,1260,370,41172,206319,207864,1301370,11230,80807,84,62.1,8.6,139,17280,109320
730,TN,2,1,1,0,2017,2.5,36.7,11.5,0.5,4.4,1.6,1.6,26.6,8.1,286.6,163.8,197.9,100,7610,2370,20,900,330,68,5516,1674,20,1190,370,41757,207355,206207,1310741,11060,81016,83.5,61.8,8.4,136.5,17310,109390
731,TX,2,0,0,1,1988,15.5,116.3,9.7,4,30.4,3.5,9.3,69.1,4.9,428.9,440.3,706.5,1860,75800,5250,480,19820,1880,1110,45003,2655,270,10980,720,119423,651570,543118,4033512,97450,303418,116.8,75.2,24.2,321.2,70430,471300
732,TX,2,0,0,1,1992,15.4,121.9,10.8,3.5,25.5,3.5,9.6,78.2,5.8,367.5,326.4,592.4,1990,77650,6860,450,16250,2190,1238,49805,3704,290,11590,960,128629,636832,633814,4222927,94590,320845,115.8,76,22.4,294.8,73630,489060
733,TX,2,0,0,1,1996,13.3,112.4,11.2,2.5,22.4,3.1,8.8,73.1,6.5,285.9,307.1,478.9,2020,80380,8200,380,16050,2270,1337,52273,4747,310,12060,1180,151943,715427,732369,4506652,88250,330406,109.5,73.3,19.6,267.1,74910,493560
734,TX,2,0,0,1,2000,11.1,101.1,12.3,2.3,17.1,3.1,7.1,68.5,7.4,332,249.9,414,1760,80110,10090,370,13580,2520,1122,54315,6097,260,12220,1470,158783,792477,818923,4755990,87110,363414,111.8,76.4,18.3,239.7,81390,531920
735,TX,2,0,0,1,2005,7.7,87.2,14.2,1.3,12.9,3.3,5.2,60.9,8.8,253.7,212.4,369.2,1330,73370,12200,230,10870,2810,899,51180,7599,200,11320,1800,172427,841038,859708,4986050,84560,385915,111.5,77.4,17,219.1,85640,556110
736,TX,2,0,0,1,2006,9,90.6,13.8,2.5,15.2,2.6,5.2,61.6,9.1,479.4,246.5,287,1580,78110,11870,440,13090,2250,915,53093,7830,230,11930,1790,176155,862229,856934,5077877,82540,399603,112.3,78.7,16.3,206.5,88170,570310
737,TX,2,0,0,1,2007,8.5,90.1,14,2.3,14.6,2.5,5,61.8,9.4,452.2,235.8,261.6,1510,79220,11840,400,12800,2080,887,54281,7960,220,12140,1800,177133,878939,847886,5145376,80510,407625,112.3,79.2,15.6,197.5,89580,577710
738,TX,2,0,0,1,2008,8.4,88.7,14.7,2.4,14.5,2.7,4.7,60.7,9.8,516.6,238.3,269.6,1490,79370,12370,440,12940,2230,843,54284,8268,210,12150,1880,177935,894736,840021,5210018,82690,405554,110.9,77.8,15.9,203.9,89380,577620
739,TX,2,0,0,1,2009,8.1,84.5,15.5,2.3,13.6,2.8,4.6,57.9,10.3,501.5,235.3,270.6,1450,76820,12980,410,12390,2350,827,52656,8669,210,11770,1970,179095,909426,840223,5280109,81060,401977,108.2,76.1,15.4,201.7,88500,571540
740,TX,2,0,0,1,2010,6.7,75.9,15.5,1.9,12,2.8,3.9,52.2,10.3,484.6,230.1,272.4,1220,69390,13210,340,10990,2400,705,47751,8811,180,10650,2000,181122,914179,852552,5343389,78130,386118,102.8,72.3,14.6,202.3,85040,549280
741,TX,2,0,0,1,2011,5.8,67.7,15.7,1.8,10.5,2.9,3.2,46.8,10.5,561.4,223.8,275.7,1070,61820,13780,330,9570,2530,587,42748,9164,150,9510,2090,183811,912553,876705,5415849,72140,377445,98.3,69.7,13.3,191.1,82700,532280
742,TX,2,0,0,1,2012,5.1,63.1,15.7,1.4,9.1,2.7,2.9,44.2,10.6,480.8,205.1,252.1,940,57670,14080,260,8300,2400,544,40451,9529,130,8920,2150,185882,914521,897574,5499090,69520,382727,97.4,69.6,12.6,181.7,83500,535750
743,TX,2,0,0,1,2013,4.6,57.7,15.8,1.1,8,2.6,2.8,40.7,10.8,403.1,197.2,237.7,860,53170,14380,210,7400,2340,526,37525,9839,130,8240,2200,189805,921343,909515,5572553,66910,387340,96.6,69.5,12,172.7,84160,538410
744,TX,2,0,0,1,2014,3.9,51.7,15.6,0.9,6,2.1,2.4,37.6,11,392.6,160.3,194.7,770,48260,14260,180,5620,1960,470,35063,10087,110,7570,2210,197332,933145,917289,5667279,56400,399766,95.6,70.5,10,141.1,85590,541760
745,TX,2,0,0,1,2015,3.7,47.3,16.2,0.8,5.5,2.2,2.3,34.4,11.5,355,159.9,188.7,730,44970,14910,160,5230,2000,457,32687,10596,110,7060,2320,199015,951153,919039,5760505,55690,403618,94.7,70.1,9.7,138,86290,545600
746,TX,2,0,0,1,2016,3.1,42.6,16.5,0.6,5.2,2.1,2,30.7,11.8,272.9,169.7,179.1,610,41270,15070,110,5050,1930,404,29765,10784,90,6460,2350,197323,968184,914438,5836104,55100,398047,92.2,68.2,9.4,138.4,85120,538270
747,TX,2,0,0,1,2017,2.4,38.7,16.3,0.6,5.2,2.2,1.5,27.5,11.5,397,188.4,189.8,490,37960,14920,120,5080,2010,301,26971,10588,70,5900,2320,201194,980625,917866,5901178,56340,382050,88.2,64.7,9.5,147.5,82040,520440
748,US,6,6,6,6,1973,13.5,96.5,10.2,5.6,23,3,6.1,59.3,5.7,911.7,388.4,514.9,28330,983020,59710,11730,234640,17400,12861,604096,33804,3740,144280,8500,2091805,10182944,5879235,45547515,744610,3136965,100.6,68.9,16.3,237.4,701850,4583430
749,US,6,6,6,6,1974,14.4,99,9.9,6.5,27.2,3.4,6,57.6,5.1,1080.3,471.8,666,29920,1023560,57180,13530,280930,19700,12529,595449,29589,3860,147180,7890,2083767,10340154,5791413,46569371,898570,3159958,102.7,67.9,19.3,284.4,721850,4780380
750,US,6,6,6,6,1975,15.2,101.2,10,7.3,31.3,3.7,6,55.6,4.9,1217.5,563.3,763.6,32100,1059470,57010,15390,327980,21340,12642,582238,27947,4070,149250,7720,2117832,10464830,5699843,47604954,1034170,3144198,103.2,66,21.7,328.9,732260,4910620
751,US,6,6,6,6,1976,15.3,101.4,9.7,7.7,34.6,3.9,5.7,52.8,4.5,1338.9,655.3,858.6,31880,1073270,55380,15970,366160,22180,11928,558744,25826,3980,148360,7380,2080813,10586051,5690917,48739576,1179300,3167788,104.6,65,24.2,372.3,751490,5098580
752,US,6,6,6,6,1977,15.2,105,9.8,7.7,37.8,4,5.6,52.8,4.5,1380.9,716.3,904.6,31150,1111550,55890,15820,400520,23030,11455,559154,25462,3870,151880,7400,2048706,10587896,5716801,49846891,1316700,3326632,109.1,66.7,26.4,395.8,797000,5440330
753,US,6,6,6,6,1978,14.7,105.8,9.1,7.6,40,3.8,5.3,51.5,4.1,1419.4,778.3,911.9,29750,1117330,52610,15290,422950,21780,10772,543407,23879,3680,150980,6950,2020419,10560775,5783459,50952897,1409600,3333279,108.9,65.4,27.7,422.9,807620,5550500
754,US,6,6,6,6,1979,15.9,109.8,8.9,8.4,42.8,3.6,5.5,52.3,4.1,1533.9,817.2,870,30890,1153290,52250,16410,449020,21070,10699,549472,24223,3780,154800,6950,1944733,10501859,5885920,52039241,1497670,3494398,112.2,67.1,28.8,428.6,848650,5840710
755,US,6,6,6,6,1980,16,111.4,8.9,8.5,43.3,3.7,5.5,53.2,4.1,1528,813.8,910.6,29300,1156900,53480,15540,449370,22120,10169,552161,24290,3590,155370,7070,1834373,10381476,5989903,53079182,1553890,3612258,113.9,68.1,29.3,430.2,877840,6043990
756,US,6,6,6,6,1981,16,110.4,8.7,8.6,43.4,3.6,5.4,52.2,4,1603.2,830.5,899.7,28540,1114650,53680,15440,437990,22060,9632,527392,24516,3470,149280,7110,1787423,10095943,6138271,53925916,1577340,3629238,112.9,67.3,29.3,434.6,883580,6090160
757,US,6,6,6,6,1982,16,110.3,8.8,8.5,43.2,3.5,5.6,52.4,4.1,1513.5,824.1,868.5,28000,1082230,55820,14790,423380,22490,9773,513758,25900,3430,145090,7430,1747627,9808664,6356780,54699328,1573920,3680537,112.4,67.3,28.8,427.6,893500,6147960
758,US,6,6,6,6,1983,16.8,109.8,8.5,9.3,43.7,3.4,5.5,51.4,4,1697.2,850.2,832.2,29910,1044720,57180,16550,415980,22500,9752,489286,27032,3610,139460,7660,1781277,9514990,6700781,55358079,1575000,3638933,110.2,65.7,28.5,432.8,885290,6099220
759,US,6,6,6,6,1984,16.9,108.5,8.3,9.4,43.4,3.1,5.5,50.6,4,1718.2,859.1,773.3,30790,1007500,57320,17120,403520,21620,9965,469682,27954,3710,134290,7750,1819189,9287312,6945240,56030490,1577180,3669141,109.5,65.5,28.1,429.8,891550,6137870
760,US,6,6,6,6,1985,16.8,109.6,8.3,9.3,44,3.1,5.5,51,4.1,1680.3,864,753.5,31150,1005260,59840,17170,403890,22230,10220,467485,29496,3760,133890,8120,1852720,9174385,7170940,56715516,1588550,3760561,110.4,66.3,28,422.4,910970,6260080
761,US,6,6,6,6,1986,17.4,107.3,8.4,9.3,42.8,3,6,50.2,4.2,1561.6,852.7,704.7,29690,987560,61420,15890,393890,21910,10176,461905,31098,3620,131770,8410,1706185,9205974,7322167,57429792,1574000,3756547,108.6,65.4,27.4,419,908710,6239260
762,US,6,6,6,6,1987,17.5,107.2,8.8,9,42.3,3,6.4,50.6,4.6,1403.3,835.5,666.9,28290,979640,69910,14470,386240,24110,10311,462312,36156,3510,131090,9640,1613681,9139037,7930957,57900898,1559110,3809394,108.6,65.8,26.9,409.3,917790,6286290
763,US,6,6,6,6,1988,17.8,112,9.4,8.8,44,3.1,6.7,53,5,1308.4,830.8,630.2,27940,1011180,77200,13850,397410,25700,10588,478353,40776,3500,135410,10720,1573268,9029173,8217866,58119553,1590750,3909510,110.8,67.3,27.4,406.9,940980,6441240
764,US,6,6,6,6,1989,17.4,115.5,9.9,8.1,42.5,3.2,7.1,57.3,5.3,1128,741.4,594.2,28030,1020870,85270,12960,375510,27330,11486,506503,46000,3590,138850,11930,1607510,8840518,8600695,58366981,1566870,4040958,112.6,69.2,26.8,387.7,964880,6572710
765,US,6,6,6,6,1990,17.7,117.6,10.3,8.1,41.1,3.3,7.3,60.3,5.6,1096.9,681.7,593.4,28050,1017470,93090,12790,355710,29820,11657,521826,50245,3610,139940,13030,1588139,8655509,9013701,58758414,1608620,4158212,115,70.8,27.4,386.9,992500,6759340
766,US,6,6,6,6,1991,16.8,115.9,10.3,7.5,37.9,3.2,7.2,61.8,5.7,1037.6,613.8,557.3,28130,974330,97550,12470,318940,29990,12014,519577,53804,3650,135810,13760,1669829,8407309,9493097,59304975,1556510,4110907,112.1,69.3,26.2,378.6,977830,6645250
767,US,6,6,6,6,1992,17.1,111.6,10.9,7.7,35.7,3.3,7.2,60.3,6.1,1065.8,593.3,549.3,28990,936350,104120,13020,299870,31700,12220,505415,57710,3750,131070,14710,1694021,8388570,9514699,59417497,1528930,4065014,110.4,68.4,25.7,376.1,965900,6559840
768,US,6,6,6,6,1993,16.5,108.6,11.2,7.2,34.4,3.3,7.1,59,6.3,1003.7,583,522.9,28930,922640,109000,12600,292120,32100,12554,501093,61400,3770,129430,15490,1756111,8496137,9713442,59712430,1495000,4000240,107.9,67,25,373.7,949550,6444790
769,US,6,6,6,6,1994,15.6,105.1,11.6,6.6,32.1,3.3,7,58.2,6.6,950.7,552,502.8,28970,913520,115720,12260,279030,33190,12901,505488,66009,3810,129000,16520,1855341,8689030,9963657,60020319,1423000,3952767,105.1,65.9,23.7,360,932850,6308620
770,US,6,6,6,6,1995,14.4,100.1,11.8,5.9,29.9,3.3,6.6,56,6.8,899.3,534,476.8,26800,893480,120680,11010,266940,33370,12242,499873,69977,3550,126670,17330,1861094,8929131,10229742,60367765,1359440,3899589,102.3,64.6,22.5,348.6,915860,6174890
771,US,6,6,6,6,1996,13.1,96.1,12.2,5.5,29,3.3,5.8,53.5,7.1,945.4,542.8,459.7,24970,883390,127660,10540,266820,34400,11148,491577,74849,3280,125000,18410,1910873,9193223,10502500,60704499,1360160,3891494,101.6,64.1,22.4,349.5,914310,6165970
772,US,6,6,6,6,1997,11.9,91.8,12.4,5.1,27.5,3.2,5.3,51.3,7.4,969.3,537.2,437.7,22940,865400,133780,9810,259580,34820,10121,483220,79561,3010,122600,19390,1919627,9425166,10776282,61041157,1335000,3880894,100.4,63.6,21.9,344,909680,6125570
773,US,6,6,6,6,1998,11.6,89.2,12.8,5,26.2,3.3,5,50.3,7.7,1007.7,520.9,425,21840,859700,141420,9530,252570,36040,9462,484895,84809,2850,122240,20570,1890315,9640995,11017366,61325502,1319000,3941553,100.8,64.3,21.5,334.6,920210,6180760
774,US,6,6,6,6,1999,10.6,86.1,13,4.5,25.1,3.3,4.6,48.8,7.8,981.5,514.3,426.4,20640,840550,145930,8890,244810,37280,9054,476050,87438,2700,119690,21220,1955887,9761569,11195450,61474878,1314790,3959417,100.8,64.4,21.4,332.1,923360,6197570
775,US,6,6,6,6,2000,10.1,83.8,13.7,4.4,24.3,3.3,4.3,47.6,8.3,1024.7,510.3,398.3,19830,826070,155000,8730,239340,37690,8519,468990,94617,2580,117730,22690,1972309,9854932,11351556,61641619,1312990,4058814,102.4,65.8,21.3,323.5,943060,6314870
776,US,6,6,6,6,2001,9.3,79.2,13.9,4.2,22.9,3.4,3.9,45,8.5,1056.7,508.1,394.1,18380,784390,159910,8220,226590,38580,7781,445944,97896,2380,111850,23440,1979876,9908897,11500919,61795319,1291000,4025933,101.2,65.1,20.9,320.7,934290,6251220
777,US,6,6,6,6,2002,8.6,74.8,14.4,3.9,21.5,3.5,3.6,42.6,8.8,1066.7,504.1,397.1,17360,746550,165770,7800,214510,40220,7315,425493,101275,2240,106550,24280,2015047,9981879,11536009,61856358,1269000,4021726,100.6,65,20.5,315.5,931250,6221970
778,US,6,6,6,6,2003,8,72.2,14.9,3.7,20.8,3.4,3.2,41.1,9.3,1157.6,505.5,371.7,16480,728040,171910,7710,209590,39720,6661,414580,106850,2100,103870,25340,2058247,10086567,11546602,61887915,1250000,4089950,101.5,66.1,20.2,305.6,942990,6282940
779,US,6,6,6,6,2004,7.5,70.5,15.1,3.4,19.9,3.4,3.2,40.5,9.5,1063.1,489.7,358.7,16070,722010,175080,7210,203360,39380,6781,415262,109801,2080,103390,25900,2147180,10242793,11562414,61969393,1222100,4112052,101.3,66.4,19.7,297.2,944620,6278770
780,US,6,6,6,6,2005,7.4,68.7,15.4,3.3,19.1,3.4,3.2,39.7,9.7,1035.1,480.2,351.3,15720,716530,176410,6960,199110,39060,6722,414593,111203,2040,102830,26150,2122621,10434789,11453723,62070636,1206200,4138349,101.4,66.7,19.4,291.5,948290,6292840
781,US,6,6,6,6,2006,7.1,70.5,15.9,3.1,19.3,3.5,3,41.1,10,1034.7,468.7,348.8,14960,747020,178180,6620,204080,39240,6396,435436,112513,1940,107500,26430,2102559,10597293,11238163,62190028,1242000,4265555,104.3,68.6,20,291.2,977310,6484870
782,US,6,6,6,6,2007,7,70.2,16.1,3.1,18.6,3.5,3,41.5,10.2,1040.5,448,339.9,14520,753110,177120,6450,199300,38250,6195,444899,112532,1880,108910,26330,2074283,10731326,10999163,62292084,1209640,4316233,104.5,69.3,19.4,280.3,984210,6510080
783,US,6,6,6,6,2008,6.7,68.2,16.5,3,18.1,3.5,2.8,40.2,10.6,1070.3,450,330.2,13700,736930,177610,6170,195660,37520,5764,434758,113623,1770,106520,26480,2046376,10805148,10757924,62359858,1212350,4247694,103.1,68.1,19.4,285.4,970770,6430820
784,US,6,6,6,6,2009,6,63.7,16.9,2.8,16.6,3.6,2.5,37.9,10.8,1119.5,436.7,331.6,12230,688640,177940,5630,178980,37710,5029,409802,113716,1570,99860,26510,2039626,10804571,10549441,62373024,1151600,4130665,99.8,66.2,18.5,278.8,941290,6223560
785,US,6,6,6,6,2010,5.5,57.7,17,2.5,15,3.6,2.2,34.4,10.9,1142.3,437.1,326.2,11050,617990,178910,5140,160700,37440,4497,367678,114770,1410,89610,26700,2022622,10703205,10503896,62420662,1102670,3999386,96.3,64.1,17.7,275.7,910140,6012200
786,US,6,6,6,6,2011,4.8,52.4,17.2,2.2,13.5,3.6,2,31.3,11,1123.1,432.6,327.5,9680,552640,181820,4460,142650,38170,3974,329772,116530,1240,80220,27120,2020511,10539012,10577579,62591713,1058490,3953590,94.4,63.2,16.9,267.7,896570,5908650
787,US,6,6,6,6,2012,4.4,48.3,17.2,2,11.9,3.6,1.8,29.3,11.1,1092.6,404.8,320.4,8820,502460,182150,4010,123630,37590,3672,305388,117336,1140,73440,27230,2020770,10408505,10572856,62800597,1011070,3952841,93.2,62.9,16.1,255.8,891680,5855590
788,US,6,6,6,6,2013,3.6,43.4,17,1.6,10.6,3.3,1.5,26.4,11.2,1064.5,401.8,290.9,7350,448440,178840,3300,109740,34230,3098,273105,117656,950,65590,26950,2027450,10329460,10493646,63021133,958700,3932181,91.6,62.4,15.2,243.8,882310,5773190
789,US,6,6,6,6,2014,3.1,39.4,17.3,1.3,9.4,3.2,1.3,24.2,11.5,990.9,386.5,280.9,6340,404790,178760,2740,96270,33280,2769,249078,118464,830,59440,27020,2067872,10278274,10342482,63238231,926190,3988076,91.8,63.1,14.6,232.2,890230,5804500
790,US,6,6,6,6,2015,2.7,36.1,17.7,1.1,8.5,3.1,1.2,22.3,11.9,925.8,381.8,263.6,5550,372140,179940,2310,87710,31830,2500,229715,120773,730,54710,27340,2047705,10298487,10142727,63414829,899270,3978497,90.9,62.7,14.2,226,885630,5763400
791,US,6,6,6,6,2016,2.5,33.1,18.2,1.1,7.9,3.1,1.1,20.3,12.3,954.7,389.8,252.8,5070,341740,180600,2150,81790,30890,2253,209809,122183,670,50140,27530,2006781,10329800,9910658,63592425,874080,3945875,89.6,62,13.7,221.5,876580,5696540
792,US,6,6,6,6,2017,2.2,31,18.5,1,7.6,3.1,0.9,18.8,12.6,1022.6,403.3,245.6,4460,319490,182500,1960,78400,30490,1917,194377,124136,580,46720,27880,2021482,10316950,9857321,63811552,862320,3855500,87.4,60.4,13.5,223.7,857330,5575150
793,UT,2,0,0,1,1988,4.9,72.3,13.6,2.3,15.5,1.6,2,46,9.9,1135,337.3,163.2,70,5230,620,30,1120,70,30,3328,453,,780,100,14916,72305,45977,385602,4590,36055,125.3,93.5,11.9,127.3,7670,48320
794,UT,2,0,0,1,1992,5.8,64.6,13,2.2,8.9,1.3,2.9,45.7,9.6,750.7,195.6,135.4,110,5480,740,40,760,70,53,3869,552,10,850,120,18389,84708,57309,429136,3800,37200,113.8,86.7,8.9,102.2,7820,48820
795,UT,2,0,0,1,1996,4.4,57.5,12.1,1.5,7.3,1.5,2.2,41.2,8.7,682.6,175.9,169.3,90,6180,840,30,780,100,45,4438,607,10,970,130,20077,107625,69728,496465,3850,42087,110.3,84.8,7.8,91.5,8800,54740
796,UT,2,0,0,1,2000,3.8,51.9,13.2,1.3,5.8,1.4,2,38,9.7,632.5,151.7,141.9,70,5670,980,20,630,100,38,4146,720,10,890,150,19122,109105,74209,528769,3500,47353,114.7,89.6,6.6,73.9,9820,60670
797,UT,2,0,0,1,2005,3.9,42.8,14.2,0.7,5.6,1.4,2.6,30.5,10.5,289.3,184.8,135.9,80,4460,1060,10,590,110,50,3181,783,10,690,170,19353,104382,74655,555517,3610,51556,118.5,92.8,6.5,70,10670,65840
798,UT,2,0,0,1,2006,2.3,46.5,14.4,0.6,6,1.5,1.3,33.3,10.6,471.1,179.8,142.5,40,4890,1060,10,630,110,26,3498,781,,760,170,19622,105061,73748,564615,3780,53504,121.1,94.8,6.7,70.6,11080,68360
799,UT,2,0,0,1,2007,2.5,49.2,15.8,0.9,6.2,1.8,1.3,35.4,11.5,665.2,174.1,158.5,50,5250,1160,20,660,130,26,3775,841,,820,180,19882,106726,73337,576269,3940,55130,122.3,95.7,6.8,71.5,11420,70490
800,UT,2,0,0,1,2008,2.8,47.9,16.2,0.8,5.8,2.1,1.6,34.6,11.6,472.3,166.9,178.6,60,5190,1180,20,630,150,32,3749,846,,810,180,19688,108218,73048,586879,3880,55634,121,94.8,6.6,69.7,11510,71030
